AGNname,center,galaxyName,environment,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,likelihood,likelihood_1.5,virialRadius,d^1.5,impactParameter (kpc),redshiftDistances,vcorrGalaxy (km/s),vel_diff,distGalaxy (Mpc),AGN S/N,majorAxis (kpc),minorAxis (kpc),inclination (deg),positionAngle (deg),azimuth (deg),RC3flag,RC3type,RC3inc (deg),RC3pa (deg),morphology,final_morphology,galaxyRedshift,AGNredshift,spectrumStatus,include,include_vir,include_custom,Lya_v,vlimits,Lya_W,Na,b,identified,comment
SDSSJ080838.80+051440.0,10181.0,x,0,"('122.16167', '5.24444')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.361,RT,False,False,False,10181,"10048, 10344",780pm24,3.02E14 pm 1.97E13,80.6pm 2.2,done,center is 10196 : NO GALAXIES
2dFGRS_S393Z082,1242,NGC1097,x,"('41.25333', '-30.12306')","(41.57937, -30.27489)",0.5485428754947145,0.5997269541244982,273.1866721110562,399.0239190825533,111.94522310765399,x,1029.8,212.20000000000005,20.038,x,54.2,36.7,47.4,x,68.3,NGC1097,.SBS3..,47.5,130.0,(R'_1:)SB(r'l)bSy1,(R'_1:)SB(r'l)bSy1,0.00424,0.34,NP,?,False,False,1242,"1145, 1339",570pm21,2.16E14 pm 2.11E13,62.9pm 1.8,done,"very likely Lya here, but not fully identified yet, original name = TGS393Z082 : VIRIAL AND CUSTOM INCLUDE MISMATCH"
2dFGRS_S393Z082,2997.0,x,0,"('41.25333', '-30.12306')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.34,NP,False,False,False,2997,"2970, 3028",52pm13,1.13E13 pm 3.22E12,20.7pm 2.6,done,center is 2999 : NO GALAXIES
2dFGRS_S393Z082,4037.0,x,0,"('41.25333', '-30.12306')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.34,NP,False,False,False,4037,"4003, 4055",36pm13,7.41E12 pm 2.81E12,18.7pm 2.7,done,center is 4029 : NO GALAXIES
PG1211+143,2116,NGC4189,x,"('183.57375', '14.05361')","(183.44696, 13.42481)",0.005278732708982855,0.0025958771629366125,180.80449454089424,162.67634124235767,314.02326242948857,x,2414.5,-298.5,28.08,x,29.8,17.3,54.5,95.0,73.9,NGC4189,.SXT6$.,43.6,85.0,SAB(rs)cd?     HII,SAB(rs)cd?     HII,0.007055,0.0804,SP,?,False,False,2116,"2067, 2165",95pm7,2.04E13 pm 1.81E12,34.6pm 1.7,Lya,"STIS only, center looks possibly <2116 to me; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
PG1211+143,4920.0,x,0,"('183.57375', '14.05361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.0804,SP,False,False,False,4920,"4870, 4970",157pm7,3.81E13 pm 2.01E12,33.8pm 2.5,Lya,"Lya labeled at 4933 _ I measure 4920, blended with Lya:5033 : NO GALAXIES"
PG1211+143,5033.0,x,0,"('183.57375', '14.05361')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.0804,SP,False,False,False,5033,"4965, 5101",240pm7,6.18E13 pm 2.47E12,44.4pm 2.6,Lya,"Lya labeled at 5011 _ I measure 5033, blended with Lya:4920 : NO GALAXIES"
PG1211+143,6606,SDSSJ121430.17+141512.6,x,"('183.57375', '14.05361')","(183.62574, 14.25351)",8.533798639331469e-06,1.9280039614511292e-15,116.70068090480368,62.80375784935166,351.173460570899,x,6929.5,-323.5,97.59845259,x,15.8,3.8,76.1,40.0,54.2,0,x,x,x,x,x,0.022114,0.0804,SP,?,False,False,6606,"6555, 6657",89pm6,1.97E13 pm 1.54E12,29.3pm 2.9,Lya, : VIRIAL AND CUSTOM INCLUDE MISMATCH
PG1211+143,7000,SDSSJ121430.17+141512.6,x,"('183.57375', '14.05361')","(183.62574, 14.25351)",0.00010313972160021037,2.3301908122330648e-14,116.70068090480368,62.80375784935166,351.173460570899,x,6929.5,70.5,97.59845259,x,15.8,3.8,76.1,40.0,54.2,0,x,x,x,x,x,0.022114,0.0804,SP,?,True,True,7000,"6945, 7055",125pm6,2.88E13 pm 1.64E12,32.2pm 2.7,Lya,Lya labeled at 6989 _ I measure 7000ONLY 1 GALAXY
PG1211+143,7735,SDSSJ121352.97+141312.4,x,"('183.57375', '14.05361')","(183.47074, 14.22013)",9.158433905652213e-08,9.484528214455615e-44,91.46877343064499,36.981495372686055,368.0524240258135,x,7710.5,24.5,108.5978983,x,11.1,7.2,49.5,20.0,11.0,0,x,x,x,x,x,0.024722,0.0804,SP,?,True,True,7735,"7626, 7844",158pm10,3.31E13 pm 2.16E12,65.6pm 3.7,Lya,ONLY 1 GALAXY
TON488,1250,UGC05478,x,"('152.50292', '30.05583')","(152.38167, 30.15171)",0.043604993002610934,0.002950516566262314,92.03657223404926,37.48236918872658,58.03988155783751,x,1620.3,-370.29999999999995,23.4,x,11.2,11.0,11.5,x,x,UGC5478,.I..9..,12.2,-99,Im,Im,0.004597,0.2564,SP,?,False,False,1250,"1237, 1297",68pm9,1.48E13 pm 2.20E12,24.0pm 2.0,d:Lya,"d:Lya only, center is 1267. UGC05478 is much closer, but >400 km/s away. The ramp up of EW of subsequent lines getting closer to this velocity is interesting though... : VIRIAL AND CUSTOM INCLUDE MISMATCH"
TON488,1375,UGC05478,x,"('152.50292', '30.05583')","(152.38167, 30.15171)",0.2985452946543488,0.02020096271095782,92.03657223404926,37.48236918872658,58.03988155783751,x,1620.3,-245.29999999999995,23.4,x,11.2,11.0,11.5,x,x,UGC5478,.I..9..,12.2,-99,Im,Im,0.004597,0.2564,SP,?,False,False,1375,"1284, 1480",452pm12,1.75E14 pm 9.83E12,51.2pm 2.4,done,center is 1382 : VIRIAL AND CUSTOM INCLUDE MISMATCH
TON488,4101.0,x,0,"('152.50292', '30.05583')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2564,SP,False,False,False,4101,"4050, 4152",55pm10,1.10E13 pm 2.07E12,43.7pm 2.7,d:Lya,d:Lya marked at 4101 is extremely weak/questionable : NO GALAXIES
TON488,4786.0,x,0,"('152.50292', '30.05583')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2564,SP,False,False,False,4786,"4746, 4836",44pm9,8.77E12 pm 1.82E12,31.1pm 3.1,done,center is 4791 : NO GALAXIES
TON488,5737.0,x,0,"('152.50292', '30.05583')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.2564,SP,False,False,False,5737,"5702, 5758",34pm7,6.89E12 pm 1.45E12,16.0pm 3.5,done,center is 5730 : NO GALAXIES
SDSSJ135341.03+361948.0,6172.0,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.147,PL,False,False,False,6172,"6074, 6254",274pm10,7.25E13 pm 3.28E12,50.2pm 2.3,done,center is 6164 : NO GALAXIES
SDSSJ135341.03+361948.0,6419.0,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.147,PL,False,False,False,6419,"6388, 6450",48pm7,9.82E12 pm 1.51E12,23.6pm 2.6,no,"not marked, but looks like a small Lya line here : NO GALAXIES"
SDSSJ135341.03+361948.0,6525.0,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.147,PL,False,False,False,6525,"6450, 6600",445pm6,2.05E14 pm 9.53E12,44.8pm 2.0,done,center is 6527 : NO GALAXIES
SDSSJ135341.03+361948.0,6642.0,x,0,"('208.42083', '36.33')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.147,PL,False,False,False,6642,"6600, 6720",233pm8,7.37E13 pm 3.53E12,32.2pm 3.3,done,center is 6661 : NO GALAXIES
MRK1014,5658,KUG0156-001,x,"('29.95917', '0.39472')","(29.79728, 0.10978)",3.166208330555164e-05,1.7287825903733398e-10,141.07943155776937,94.86259536824828,446.1410499063999,x,5538.0,120.0,78.0001575,x,20.8,16.8,35.9,18.0,47.6,0,x,x,x,Compact,Compact,0.01937,0.163,SP,?,True,True,5658,"5610, 5706",43pm10,8.69E12 pm 2.05E12,33.2pm 2.4,d:Lya,"d:Lya labeled at 5694 _ I measure 5658, weakONLY 1 GALAXY"
MRK1014,7088,NGC0768,x,"('29.95917', '0.39472')","(29.67056, 0.52922)",0.0015054854479987353,0.007625008801529185,253.38390549364698,338.80858312622485,486.1589791921323,x,6752.3,335.6999999999998,87.483,x,48.6,14.5,72.6,x,35.0,NGC768,.SBR4*.,61.4,30.0,SB(r)bc:,SB(r)bc:,0.023419,0.163,SP,?,False,False,7088,"7031, 7145",95pm10,2.00E13 pm 2.24E12,40.9pm 2.1,d:Lya,"d:Lya labeled at 7080 - I measure 7088, IC1761 companion; p : VIRIAL AND CUSTOM INCLUDE MISMATCH"
MRK1014,7563,SDSSJ020017.78+003715.5,x,"('29.95917', '0.39472')","(30.07412, 0.62098)",1.9312526815979874e-07,1.3854425749350187e-21,121.74843978037151,68.8595091472485,476.5102477833274,x,7638.2,-75.19999999999982,107.5800139,x,16.8,6.6,67.0,148.0,5.1,0,x,x,x,x,x,0.026371,0.163,SP,?,True,True,7563,"7474, 7652",401pm10,1.52E14 pm 6.47E12,45.1pm 2.0,d:Lya,"strong, but far away from galaxy; pONLY 1 GALAXY"
MRK1014,8427.0,x,0,"('29.95917', '0.39472')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.163,SP,False,False,False,8427,"8362, 8492",154pm11,3.58E13 pm 3.03E12,38.4pm 2.7,d:Lya,d:Lya labeled at 8421 _ I measure 8427 : NO GALAXIES
RX_J1503.2+6810,7188.0,x,0,"('225.81875', '68.16833')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.114,SP,False,False,False,7188,"7118, 7258",175pm16,4.11E13 pm 4.49E12,43.1pm 3.0,Lya,"Lya marked at 7204, I measure 7188 : NO GALAXIES"
RX_J1503.2+6810,8232.0,x,0,"('225.81875', '68.16833')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.114,SP,False,False,False,8232,"8208, 8256",29pm10,6.20E12 pm 2.21E12,13.3pm 4.1,no,"Not marked, but possibly weak Lya : NO GALAXIES"
RX_J1503.2+6810,8860.0,x,0,"('225.81875', '68.16833')","('x', 'x')",-99,-99,-99,-99,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,0.114,SP,False,False,False,8860,"8746, 8974",349pm20,9.38E13 pm 6.63E12,67.2pm 3.1,Lya,"Lya marked at 8845, I measure 8860 (possibly 2 blended components) : NO GALAXIES"
